Zeit;Einstrahlung auf die Horizontale (kWh/m²);Diffusstrahlung auf die Horizontale (kWh/m²);Außentemperatur (°C);Freifläche 01-Fläche Süd: Sonnenhöhe (rad);Freifläche 01-Fläche Süd: Einstrahlung auf die geneigte Fläche (kWh/m²);Freifläche 01-Fläche Süd: Modultemperatur (°C);Eingespeiste Energie kWh
01.04. 04:00;0;0;5,2;-13,978;0;5,23;0
01.04. 05:00;0;0;4,5;-5,597;0;4,54;0
01.04. 06:00;0,022;0,02178;4,7;3,2799;0,020964;5,09;5,0006
01.04. 07:00;0,164;0,06017;6,5;12,248;0,19257;9,92;174,93
01.04. 08:00;0,328;0,073683;8,1;20,897;0,42537;16,11;401,89
01.04. 09:00;0,463;0,10349;9,7;28,751;0,61705;21,63;579,66
01.04. 10:00;0,578;0,11933;11,2;35,212;0,78254;26,51;722,9
01.04. 11:00;0,658;0,12437;12,7;39,569;0,89893;30,42;819,28
01.04. 12:00;0,682;0,13008;13,5;41,153;0,93317;32,04;845,55
01.04. 13:00;0,658;0,12613;14,2;39,67;0,89864;32,12;814,18
01.04. 14:00;0,593;0,10876;14,5;35,396;0,80622;30,63;734,14
01.04. 15:00;0,485;0,087098;14,8;28,993;0,65156;27,86;599,15
01.04. 16:00;0,334;0,073444;14,7;21,175;0,43408;23,45;400,18
01.04. 17:00;0,178;0,05038;14,3;12,544;0,21321;18,63;189,23
01.04. 18:00;0,029;0,02871;13,2;3,5805;0,027634;13,99;8,7534
01.04. 19:00;0;0;11,2;-5,3059;0;11,34;0
01.04. 20:00;0;0;9,8;-13,711;0;9,88;0
01.04. 21:00;0;0;9,2;-21,182;0;9,23;0
01.04. 22:00;0;0;9,1;-27,19;0;9,11;0
01.04. 23:00;0;0;8,7;-31,154;0;8,72;0
02.04. 00:00;0;0;7,9;-32,19;0;7,94;0
02.04. 01:00;0;0;7,1;-30,852;0;7,14;0
02.04. 02:00;0;0;7;-26,97;0;7,01;0
02.04. 03:00;0;0;6,6;-21,031;0;6,62;0
02.04. 04:00;0;0;6,4;-13,611;0;6,41;0
02.04. 05:00;0;0;6;-5,2386;0;6,02;0
02.04. 06:00;0,019;0,01881;6;3,6343;0,018105;6;3,5445
02.04. 07:00;0,126;0,090023;7;12,604;0,133;9,4;118,74
02.04. 08:00;0,244;0,15766;8,5;21,259;0,27633;13,71;257,89
02.04. 09:00;0,313;0,22675;9,7;29,125;0,34695;16,43;324,2
02.04. 10:00;0,367;0,27833;11,9;35,599;0,40191;19,7;373,02
02.04. 11:00;0,448;0,31004;13,3;39,962;0,51053;23,26;473,07
02.04. 12:00;0,523;0,29965;14,5;41,538;0,63294;26,91;582,36
02.04. 13:00;0,561;0,24375;15,1;40,032;0,71654;29,25;655,46
02.04. 14:00;0,533;0,18344;16;35,727;0,69626;29,82;636,32
02.04. 15:00;0,437;0,14719;16,6;29,293;0,56493;27,9;519,14
02.04. 16:00;0,308;0,11091;16,3;21,452;0,38554;24,07;353,04
02.04. 17:00;0,161;0,075323;15,9;12,809;0,18343;19,66;160,97
02.04. 18:00;0,035;0,03465;14,6;3,8422;0,033351;15,48;13,173
02.04. 19:00;0;0;13,7;-5,0375;0;13,79;0
02.04. 20:00;0;0;12,8;-13,426;0;12,85;0
02.04. 21:00;0;0;10,9;-20,874;0;11;0
02.04. 22:00;0;0;10,5;-26,854;0;10,53;0
02.04. 23:00;0;0;9,9;-30,789;0;9,93;0
03.04. 00:00;0;0;9,2;-31,806;0;9,24;0
03.04. 01:00;0;0;8,8;-30,46;0;8,82;0
03.04. 02:00;0;0;8,2;-26,582;0;8,23;0
03.04. 03:00;0;0;7,4;-20,654;0;7,44;0
03.04. 04:00;0;0;6,6;-13,245;0;6,64;0
03.04. 05:00;0;0;6,3;-4,8817;0;6,32;0
03.04. 06:00;0,031;0,03069;6,2;3,9872;0,02954;6,76;10,72
03.04. 07:00;0,155;0,082914;7,2;12,958;0,17169;10,32;155,18
03.04. 08:00;0,313;0,10881;9,4;21,621;0,38997;16,71;366,58
03.04. 09:00;0,458;0,12621;10,8;29,497;0,59718;22,33;559,64
03.04. 10:00;0,556;0,161;12,1;35,984;0,73284;26,46;677,5
03.04. 11:00;0,64;0,15801;13,3;40,354;0,85713;30,2;781,91
03.04. 12:00;0,659;0,16913;14,7;41,923;0,88256;32,21;799,41
03.04. 13:00;0,614;0,19033;15,5;40,393;0,81062;31,69;735,39
03.04. 14:00;0,524;0,20084;16;36,056;0,67373;29,52;616,22
03.04. 15:00;0,441;0,14917;16,8;29,591;0,56672;28,11;520,41
03.04. 16:00;0,316;0,10786;16,5;21,728;0,39452;24,44;361,16
03.04. 17:00;0,125;0,093879;15,9;13,072;0,12974;18,73;111,99
03.04. 18:00;0,021;0,02079;15,4;4,1031;0,020011;15,95;4,1452
03.04. 19:00;0;0;14,5;-4,7696;0;14,57;0
03.04. 20:00;0;0;13,9;-13,143;0;13,93;0
03.04. 21:00;0;0;13,7;-20,567;0;13,71;0
03.04. 22:00;0;0;13,3;-26,518;0;13,32;0
03.04. 23:00;0;0;12,5;-30,425;0;12,54;0
04.04. 00:00;0;0;12;-31,423;0;12,03;0
04.04. 01:00;0;0;11,6;-30,07;0;11,62;0
04.04. 02:00;0;0;11,1;-26,197;0;11,13;0
04.04. 03:00;0;0;10,7;-20,279;0;10,72;0
04.04. 04:00;0;0;10,3;-12,882;0;10,32;0
04.04. 05:00;0;0;10,2;-4,5265;0;10,21;0
04.04. 06:00;0,008;0,00792;10,7;4,3382;0,0076232;10,82;0,40365
04.04. 07:00;0,021;0,020417;10,4;13,31;0,020104;10,8;4,352
04.04. 08:00;0,076;0,07456;10,8;21,98;0,072698;12,17;59,602
04.04. 09:00;0,366;0,22067;13,1;29,868;0,42709;21,08;397,19
04.04. 10:00;0,424;0,27886;13,9;36,367;0,48716;23,45;450,93
04.04. 11:00;0,209;0,20272;14,2;40,743;0,20141;18,46;179,89
04.04. 12:00;0,142;0,13928;13,6;42,305;0,13596;16,4;119,06
04.04. 13:00;0,25;0,23729;14,9;40,752;0,24394;19,56;219,45
04.04. 14:00;0,174;0,16961;14,3;36,383;0,16717;17,71;147,8
04.04. 15:00;0,12;0,11764;14,8;29,888;0,1149;17,11;99,211
04.04. 16:00;0,124;0,11881;15;22,003;0,11994;17,36;103,88
04.04. 17:00;0,12;0,094999;14;13,335;0,12226;16,44;106,06
04.04. 18:00;0,029;0,02871;12,2;4,3633;0,027634;12,93;8,8229
04.04. 19:00;0;0;11,6;-4,5023;0;11,67;0
04.04. 20:00;0;0;10,7;-12,859;0;10,75;0
04.04. 21:00;0;0;11,2;-20,26;0;11,18;0
04.04. 22:00;0;0;11,1;-26,183;0;11,1;0
04.04. 23:00;0;0;11,3;-30,063;0;11,29;0
05.04. 00:00;0;0;11,4;-31,042;0;11,39;0
05.04. 01:00;0;0;11,6;-29,682;0;11,59;0
05.04. 02:00;0;0;11,7;-25,813;0;11,69;0
05.04. 03:00;0;0;11,7;-19,905;0;11,7;0
05.04. 04:00;0;0;11,2;-12,519;0;11,23;0
05.04. 05:00;0;0;10,8;-4,1731;0;10,82;0
05.04. 06:00;0,012;0,011765;10,8;4,6874;0,011386;10,8;1,1296
05.04. 07:00;0,021;0,020412;11,1;13,661;0,0201;11,46;4,3286
05.04. 08:00;0,103;0,10047;11,1;22,337;0,098779;12,97;84,624
05.04. 09:00;0,151;0,14675;11,7;30,237;0,14521;14,49;128,66
05.04. 10:00;0,182;0,17702;10,5;36,749;0,17504;13,99;157,32
05.04. 11:00;0,389;0,31433;10,6;41,132;0,41287;18,55;383,99
05.04. 12:00;0,324;0,29147;11,4;42,686;0,32576;17,89;299,39
05.04. 13:00;0,493;0,30831;12,3;41,109;0,57629;23,47;535,53
05.04. 14:00;0,216;0,20643;11,9;36,708;0,20976;16,43;189,44
05.04. 15:00;0,226;0,20443;11;30,184;0,22554;15,52;205,68
05.04. 16:00;0,237;0,16965;11,4;22,277;0,25716;16,42;236,6
05.04. 17:00;0,122;0,096931;10,2;13,596;0,12368;12,81;108,8
05.04. 18:00;0,025;0,023236;9,8;4,6226;0,023049;10,38;5,6422
05.04. 19:00;0;0;9,2;-4,2356;0;9,26;0
05.04. 20:00;0;0;8,7;-12,577;0;8,73;0
05.04. 21:00;0;0;7,8;-19,954;0;7,85;0
05.04. 22:00;0;0;7,3;-25,848;0;7,33;0
05.04. 23:00;0;0;7;-29,701;0;7,02;0
06.04. 00:00;0;0;5,4;-30,663;0;5,48;0
06.04. 01:00;0;0;5,5;-29,296;0;5,5;0
06.04. 02:00;0;0;6;-25,43;0;5,97;0
06.04. 03:00;0;0;5,9;-19,534;0;5,9;0
06.04. 04:00;0;0;6,7;-12,159;0;6,66;0
06.04. 05:00;0;0;6,4;-3,8217;0;6,41;0
06.04. 06:00;0,046;0,031223;6,5;5,0345;0,036489;7,11;10,872
06.04. 07:00;0,056;0,054819;6,8;14,009;0,05352;7,82;39,354
06.04. 08:00;0,141;0,13304;7,1;22,692;0,13721;9,71;123,31
06.04. 09:00;0,294;0,23504;8,2;30,603;0,31025;14,11;289,96
06.04. 10:00;0,31;0,26907;8,5;37,128;0,31661;14,74;294,5
06.04. 11:00;0,437;0,32291;9,6;41,518;0,48121;18,94;450,75
06.04. 12:00;0,309;0,28285;8;43,065;0,3075;14,34;285,12
06.04. 13:00;0,252;0,23948;7,6;41,465;0,24555;12,56;226,36
06.04. 14:00;0,196;0,18963;8,4;37,032;0,18902;12,16;171,93
06.04. 15:00;0,229;0,20689;7,2;30,478;0,22845;11,75;211,19
06.04. 16:00;0,188;0,16153;7,4;22,549;0,19042;11,19;174,79
06.04. 17:00;0,102;0,090371;7,1;13,857;0,1002;9,18;87,207
06.04. 18:00;0,026;0,024293;6,7;4,8812;0,024024;7,27;6,3885
06.04. 19:00;0;0;6,3;-3,9696;0;6,35;0
06.04. 20:00;0;0;6,3;-12,294;0;6,3;0
06.04. 21:00;0;0;5,6;-19,648;0;5,64;0
06.04. 22:00;0;0;5,4;-25,515;0;5,41;0
06.04. 23:00;0;0;4,8;-29,341;0;4,83;0
07.04. 00:00;0;0;4,7;-30,285;0;4,71;0
07.04. 01:00;0;0;4,8;-28,911;0;4,8;0
07.04. 02:00;0;0;4,5;-25,05;0;4,52;0
07.04. 03:00;0;0;4,7;-19,164;0;4,69;0
07.04. 04:00;0;0;4,7;-11,801;0;4,7;0
07.04. 05:00;0;0;4,4;-3,4723;0;4,42;0
07.04. 06:00;0,027;0,025593;4,7;5,3795;0,025199;5,15;7,3357
07.04. 07:00;0,112;0,096958;5;14,355;0,11055;7,07;98,587
07.04. 08:00;0,164;0,14982;5,6;23,045;0,16172;8,71;147,71
07.04. 09:00;0,306;0,23946;6,4;30,967;0,32508;12,63;306,14
07.04. 10:00;0,436;0,28707;6,6;37,505;0,49657;16,27;471,4
07.04. 11:00;0,298;0,27358;7;41,902;0,2958;13,04;275,01
07.04. 12:00;0,351;0,30803;6,1;43,443;0,35699;13,17;335,03
07.04. 13:00;0,131;0,1284;6,9;41,819;0,12543;9,58;111,92
07.04. 14:00;0,164;0,16045;7,5;37,354;0,1572;10,56;141,91
07.04. 15:00;0,241;0,21455;7;30,77;0,24191;11,73;224,39
07.04. 16:00;0,229;0,17396;6,5;22,82;0,24212;11,3;225,82
07.04. 17:00;0,116;0,097719;6,3;14,116;0,11515;8,7;102,35
07.04. 18:00;0,042;0,032205;5,3;5,1389;0,034733;6,08;11,769
07.04. 19:00;0;0;5,5;-3,7042;0;5,53;0
07.04. 20:00;0;0;5,5;-12,013;0;5,5;0
07.04. 21:00;0;0;5,3;-19,343;0;5,31;0
07.04. 22:00;0;0;5,1;-25,183;0;5,11;0
07.04. 23:00;0;0;4,9;-28,982;0;4,91;0
08.04. 00:00;0;0;4,5;-29,909;0;4,52;0
08.04. 01:00;0;0;4,7;-28,529;0;4,69;0
08.04. 02:00;0;0;4,3;-24,672;0;4,32;0
08.04. 03:00;0;0;4,5;-18,796;0;4,49;0
08.04. 04:00;0;0;4,5;-11,445;0;4,5;0
08.04. 05:00;0;0;4,4;-3,1252;0;4,4;0
08.04. 06:00;0,024;0,023281;4,5;5,7222;0,022659;4,5;5,9101
08.04. 07:00;0,095;0,08791;4,7;14,699;0,092062;6,41;79,907
08.04. 08:00;0,186;0,16343;5,4;23,395;0,18617;8,94;171,82
08.04. 09:00;0,175;0,16831;5,5;31,329;0,16907;8,85;154,45
08.04. 10:00;0,274;0,25059;6,8;37,88;0,27201;12,02;252,96
08.04. 11:00;0,142;0,13928;5,3;42,284;0,13592;8,2;122,51
08.04. 12:00;0,292;0,27227;6,5;43,818;0,28735;11,99;267,48
08.04. 13:00;0,181;0,17718;5,6;42,171;0,17346;9,19;158,37
08.04. 14:00;0,14;0,13735;5,9;37,674;0,13398;8,59;120,48
08.04. 15:00;0,167;0,16128;5,9;31,061;0,161;9,06;146,46
08.04. 16:00;0,101;0,098752;6,2;23,089;0,09671;8,16;84,092
08.04. 17:00;0,057;0,055813;6,6;14,374;0,054449;7,7;40,89
08.04. 18:00;0,025;0,023983;5,8;5,3957;0,023424;6,33;6,2321
08.04. 19:00;0,001;0,00099;5,3;-3,4396;0,0009529;5,37;0
08.04. 20:00;0;0;5,5;-11,732;0;5,49;0
08.04. 21:00;0;0;5,5;-19,039;0;5,5;0
08.04. 22:00;0;0;5,5;-24,851;0;5,5;0
08.04. 23:00;0;0;5,6;-28,625;0;5,59;0
09.04. 00:00;0;0;5,4;-29,536;0;5,41;0
09.04. 01:00;0;0;5,2;-28,149;0;5,21;0
09.04. 02:00;0;0;4,7;-24,297;0;4,73;0
09.04. 03:00;0;0;4,5;-18,431;0;4,51;0
09.04. 04:00;0;0;4,5;-11,091;0;4,5;0
09.04. 05:00;0;0;4,4;-2,7804;0;4,4;0
09.04. 06:00;0,04;0,035339;4,5;6,0625;0,036088;5,16;15,373
09.04. 07:00;0,101;0,092557;5,2;15,04;0,098012;7,03;85,745
09.04. 08:00;0,143;0,13573;5,2;23,743;0,13858;7,9;125,38
09.04. 09:00;0,358;0,24435;6,2;31,689;0,39688;13,75;376,56
09.04. 10:00;0,353;0,28999;6,5;38,252;0,36857;13,81;346,71
09.04. 11:00;0,232;0,22368;7,7;42,665;0,22411;12,22;205,78
09.04. 12:00;0,225;0,21822;8,4;44,191;0,21668;12,67;198,28
09.04. 13:00;0,236;0,22702;8;42,521;0,22824;12,53;209,57
09.04. 14:00;0,258;0,2399;9,2;37,992;0,25379;14,14;233,36
09.04. 15:00;0,197;0,18615;9,5;31,35;0,19187;13,34;174,23
09.04. 16:00;0,177;0,15841;9,4;23,357;0,17558;12,9;159,03
09.04. 17:00;0,163;0,10267;7,9;14,631;0,16906;11,27;152,65
09.04. 18:00;0,038;0,033164;7,3;5,6516;0,033685;8,11;12,778
09.04. 19:00;0;0;6,5;-3,1758;0;6,58;0
09.04. 20:00;0;0;5,9;-11,452;0;5,93;0
09.04. 21:00;0;0;5,3;-18,736;0;5,33;0
09.04. 22:00;0;0;4,7;-24,521;0;4,73;0
09.04. 23:00;0;0;4,1;-28,269;0;4,13;0
10.04. 00:00;0;0;4;-29,164;0;4,01;0
10.04. 01:00;0;0;3,9;-27,771;0;3,91;0
10.04. 02:00;0;0;4,1;-23,924;0;4,09;0
10.04. 03:00;0;0;4,4;-18,068;0;4,38;0
10.04. 04:00;0;0;4,6;-10,74;0;4,59;0
10.04. 05:00;0;0;5;-2,4381;0;4,98;0
10.04. 06:00;0,026;0,025307;5,9;6,4003;0,024592;6,31;7,045
10.04. 07:00;0,085;0,081179;6,2;15,379;0,081636;7,74;69,211
10.04. 08:00;0,174;0,15834;6,9;24,089;0,17138;10,16;156,37
10.04. 09:00;0,385;0,23989;7,6;32,045;0,43634;15,94;413,06
10.04. 10:00;0,502;0,26738;9,1;38,622;0,59731;20,72;561,57
10.04. 11:00;0,469;0,33227;9;43,042;0,52027;19,41;488,23
10.04. 12:00;0,509;0,33836;9,3;44,562;0,57751;20,72;540,73
10.04. 13:00;0,578;0,2758;9,8;42,869;0,70651;23,72;658,05
10.04. 14:00;0,58;0,18154;10,2;38,309;0,73668;24,81;684,68
10.04. 15:00;0,512;0,11039;10,1;31,637;0,64953;23,07;607,27
10.04. 16:00;0,369;0,088443;10,1;23,624;0,44738;19,1;419,49
10.04. 17:00;0,214;0,061813;9,7;14,887;0,23234;14,4;210,93
10.04. 18:00;0,056;0,037199;8,5;5,9066;0,042689;9,52;15,323
10.04. 19:00;0;0;7,1;-2,9127;0;7,22;0
10.04. 20:00;0;0;6,3;-11,173;0;6,35;0
10.04. 21:00;0;0;5,7;-18,434;0;5,73;0
10.04. 22:00;0;0;4,5;-24,192;0;4,56;0
10.04. 23:00;0;0;5,1;-27,915;0;5,07;0
11.04. 00:00;0;0;5;-28,794;0;5;0
11.04. 01:00;0;0;4,9;-27,396;0;4,9;0
11.04. 02:00;0;0;5,5;-23,553;0;5,47;0
11.04. 03:00;0;0;5,9;-17,708;0;5,88;0
11.04. 04:00;0;0;6,2;-10,391;0;6,18;0
11.04. 05:00;0,001;0,00099;6,4;-2,0983;0,0009529;6,41;0
11.04. 06:00;0,038;0,035397;6,5;6,7354;0,035211;7,15;15,119
11.04. 07:00;0,118;0,10425;6,8;15,714;0,11516;8,97;102,37
11.04. 08:00;0,173;0,15839;7,4;24,431;0,16985;10,67;154,56
11.04. 09:00;0,191;0,18238;7,8;32,399;0,18499;11,42;168,58
11.04. 10:00;0,109;0,10667;7,1;38,989;0,10438;9,28;91,545
11.04. 11:00;0,107;0,10451;6,7;43,418;0,10256;8,76;89,883
11.04. 12:00;0,106;0,10347;6,9;44,931;0,10164;8,91;88,893
11.04. 13:00;0,092;0,089664;7,1;43,214;0,08826;8,85;75,489
11.04. 14:00;0,089;0,086833;7,2;38,623;0,085328;8,89;72,581
11.04. 15:00;0,131;0,12838;7,5;31,922;0,12537;9,93;111,7
11.04. 16:00;0,194;0,16891;8,2;23,889;0,19391;11,93;177,63
11.04. 17:00;0,144;0,11008;8,5;15,142;0,14381;11,34;128,57
11.04. 18:00;0,053;0,039658;7,6;6,1606;0,042887;8,54;18,304
11.04. 19:00;0;0;6,3;-2,6505;0;6,41;0
11.04. 20:00;0;0;5,4;-10,894;0;5,45;0
11.04. 21:00;0;0;6,3;-18,133;0;6,26;0
11.04. 22:00;0;0;5,7;-23,865;0;5,73;0
11.04. 23:00;0;0;5,4;-27,562;0;5,42;0
12.04. 00:00;0;0;4,4;-28,426;0;4,45;0
12.04. 01:00;0;0;4;-27,023;0;4,02;0
12.04. 02:00;0;0;4,1;-23,185;0;4,1;0
12.04. 03:00;0;0;3,7;-17,351;0;3,72;0
12.04. 04:00;0;0;4,2;-10,045;0;4,18;0
12.04. 05:00;0,004;0,00396;3,8;-1,7612;0,0038116;3,89;0,057482
12.04. 06:00;0,071;0,044881;4,9;7,0677;0,055717;5,81;26,39
12.04. 07:00;0,217;0,085601;6,6;16,047;0,23155;10,8;213,76
12.04. 08:00;0,375;0,10852;8;24,77;0,44733;16,49;423,5
12.04. 09:00;0,517;0,12884;9,8;32,75;0,647;22,32;606,51
12.04. 10:00;0,629;0,14497;11,5;39,354;0,80598;27,29;742,54
12.04. 11:00;0,698;0,1575;12,7;43,79;0,90399;30,57;823,4
12.04. 12:00;0,707;0,17713;13,3;45,298;0,91412;31,5;829,81
12.04. 13:00;0,631;0,23265;13,7;43,558;0,79172;29,59;722,99
12.04. 14:00;0,585;0,18852;14,3;38,935;0,73529;28,97;673,68
12.04. 15:00;0,488;0,15112;13,7;32,206;0,60255;25,82;557,92
12.04. 16:00;0,357;0,11526;13,9;24,152;0,42152;22,37;389,88
12.04. 17:00;0,205;0,084057;13,6;15,396;0,21582;17,99;193,2
12.04. 18:00;0,06;0,041172;12,2;6,4136;0,046265;13,29;18,862
12.04. 19:00;0;0;10,4;-2,3891;0;10,55;0
12.04. 20:00;0;0;9,6;-10,617;0;9,65;0
12.04. 21:00;0;0;8;-17,832;0;8,08;0
12.04. 22:00;0;0;7,2;-23,538;0;7,24;0
12.04. 23:00;0;0;6,3;-27,212;0;6,35;0
13.04. 00:00;0;0;5,3;-28,061;0;5,35;0
13.04. 01:00;0;0;4,9;-26,652;0;4,92;0
13.04. 02:00;0;0;4,3;-22,819;0;4,33;0
13.04. 03:00;0;0;4,1;-16,996;0;4,11;0
13.04. 04:00;0;0;4,1;-9,7014;0;4,1;0
13.04. 05:00;0,001;0,00099;4,4;-1,427;0,0009529;4,4;0
13.04. 06:00;0,071;0,048368;5,3;7,3972;0,057369;6,26;31,01
13.04. 07:00;0,217;0,092764;7,5;16,377;0,22914;11,64;211
13.04. 08:00;0,369;0,12377;8,6;25,107;0,43422;16,87;410,1
13.04. 09:00;0,525;0,12702;10,6;33,098;0,65475;23,25;611,86
13.04. 10:00;0,626;0,15564;12,6;39,716;0,79632;28,2;731,27
13.04. 11:00;0,672;0,19534;13,2;44,161;0,85628;30,18;780,88
13.04. 12:00;0,613;0,29002;13,2;45,662;0,74508;28,16;683,16
13.04. 13:00;0,584;0,28655;12,4;43,899;0,70368;26,51;648,99
13.04. 14:00;0,626;0,1456;13;39,245;0,79756;28,76;730,98
13.04. 15:00;0,525;0,11354;12,2;32,488;0,65576;25,38;608,28
13.04. 16:00;0,376;0,098263;11,7;24,414;0,44573;20,71;415,62
13.04. 17:00;0,211;0,082987;9,8;15,648;0,22083;14,39;200,44
13.04. 18:00;0,054;0,04287;8,8;6,6655;0,045073;9,89;21,9
13.04. 19:00;0;0;6,6;-2,1287;0;6,77;0
13.04. 20:00;0;0;5,9;-10,34;0;5,94;0
13.04. 21:00;0;0;5,7;-17,533;0;5,71;0
13.04. 22:00;0;0;5,8;-23,213;0;5,8;0
13.04. 23:00;0;0;6,5;-26,863;0;6,46;0
14.04. 00:00;0;0;6,8;-27,698;0;6,78;0
14.04. 01:00;0;0;5,7;-26,284;0;5,76;0
14.04. 02:00;0;0;4,9;-22,456;0;4,94;0
14.04. 03:00;0;0;5;-16,644;0;5;0
14.04. 04:00;0;0;4,8;-9,3609;0;4,81;0
14.04. 05:00;0,006;0,00594;4;-1,0957;0,0057174;4,15;0,19645
14.04. 06:00;0,086;0,045368;4,8;7,7236;0,064055;5,85;28,911
14.04. 07:00;0,24;0,073762;7,5;16,704;0,25525;12,08;235,79
14.04. 08:00;0,4;0,094214;8,8;25,44;0,47577;17,85;449,43
14.04. 09:00;0,539;0,11845;9,9;33,443;0,67144;22,95;628,06
14.04. 10:00;0,639;0,14772;10,8;40,074;0,81201;26,77;749,43
14.04. 11:00;0,634;0,24749;12,3;44,528;0,7857;27,91;721,47
14.04. 12:00;0,485;0,35321;11,8;46,024;0,52945;22,61;490,95
14.04. 13:00;0,461;0,34093;13,1;44,238;0,49967;23,01;461,71
14.04. 14:00;0,479;0,29296;13,5;39,553;0,54582;24,28;505,58
14.04. 15:00;0,396;0,24359;14,1;32,768;0,44392;22,97;410,31
14.04. 16:00;0,313;0,16969;13,5;24,675;0,34768;20,48;320,67
14.04. 17:00;0,211;0,088423;12,7;15,899;0,21859;17,09;196,54
14.04. 18:00;0,065;0,0449;11,5;6,9165;0,050111;12,65;23,018
14.04. 19:00;0;0;10;-1,8692;0;10,13;0
14.04. 20:00;0;0;8,5;-10,064;0;8,58;0
14.04. 21:00;0;0;7,4;-17,235;0;7,46;0
14.04. 22:00;0;0;6,3;-22,89;0;6,36;0
14.04. 23:00;0;0;5,5;-26,516;0;5,54;0
15.04. 00:00;0;0;4,8;-27,338;0;4,84;0
15.04. 01:00;0;0;4,7;-25,919;0;4,71;0
15.04. 02:00;0;0;3,8;-22,097;0;3,85;0
15.04. 03:00;0;0;3,3;-16,294;0;3,33;0
15.04. 04:00;0;0;3,2;-9,0235;0;3,21;0
15.04. 05:00;0,008;0,00792;3,2;-0,76747;0,0076232;3,2;0,44058
15.04. 06:00;0,095;0,043296;5,1;8,0469;0,068435;6,14;28,451
15.04. 07:00;0,248;0,071726;7,7;17,028;0,26249;12,42;242,61
15.04. 08:00;0,409;0,091359;9,4;25,77;0,48461;18,61;456,93
15.04. 09:00;0,551;0,11257;11;33,785;0,68478;24,29;637,6
15.04. 10:00;0,663;0,12908;12;40,43;0,84385;28,58;773,95
15.04. 11:00;0,728;0,14491;12,6;44,893;0,93605;31,15;850,68
15.04. 12:00;0,721;0,1805;13,1;46,383;0,92196;31,49;836,88
15.04. 13:00;0,7;0,16915;13,7;44,575;0,89324;31,52;810,87
15.04. 14:00;0,648;0,13326;13,4;39,859;0,82214;29,86;750,66
15.04. 15:00;0,536;0,11288;13,2;33,046;0,66347;26,54;613
15.04. 16:00;0,386;0,098258;12,9;24,934;0,45251;22,04;420,25
15.04. 17:00;0,218;0,086242;10;16,148;0,22472;14,72;204,03
15.04. 18:00;0,049;0,043028;9,2;7,1663;0,043422;10,28;22,456
15.04. 19:00;0;0;7,9;-1,6108;0;8,02;0
15.04. 20:00;0;0;6,4;-9,7897;0;6,48;0
15.04. 21:00;0;0;6,4;-16,939;0;6,4;0
15.04. 22:00;0;0;6,4;-22,568;0;6,4;0
15.04. 23:00;0;0;6,4;-26,171;0;6,4;0
16.04. 00:00;0;0;6;-26,98;0;6,02;0
16.04. 01:00;0;0;6;-25,557;0;6;0
16.04. 02:00;0;0;6,5;-21,74;0;6,47;0
16.04. 03:00;0;0;6,7;-15,949;0;6,69;0
16.04. 04:00;0;0;6,6;-8,6891;0;6,6;0
16.04. 05:00;0,005;0,00495;6,2;-0,44239;0,0047645;6,31;0,11073
16.04. 06:00;0,059;0,051607;6,5;8,367;0,053164;7,47;37,541
16.04. 07:00;0,17;0,12803;7,1;17,349;0,16858;10,25;153,31
16.04. 08:00;0,282;0,19982;8;26,097;0,2969;13,68;277,63
16.04. 09:00;0,384;0,26261;9;34,123;0,41779;17,1;392,42
16.04. 10:00;0,457;0,31293;8,8;40,782;0,50327;18,71;473,2
16.04. 11:00;0,493;0,34622;9;45,255;0,54191;19,72;508,06
16.04. 12:00;0,489;0,35774;9,4;46,74;0,53109;19,95;496,8
16.04. 13:00;0,441;0,34323;10,3;44,909;0,46754;19,61;435,37
16.04. 14:00;0,464;0,30506;9,8;40,163;0,51634;20,04;484,15
16.04. 15:00;0,454;0,21171;9,9;33,322;0,53025;20,39;498,95
16.04. 16:00;0,34;0,15652;9;25,191;0,38186;16,71;358,59
16.04. 17:00;0,199;0,10833;8,5;16,397;0,2008;12,61;182,8
16.04. 18:00;0,071;0,048437;7,7;7,415;0,054216;8,89;27,908
16.04. 19:00;0;0;6,6;-1,3533;0;6,72;0
16.04. 20:00;0;0;5,5;-9,5161;0;5,56;0
16.04. 21:00;0;0;4,9;-16,643;0;4,93;0
16.04. 22:00;0;0;3,7;-22,248;0;3,76;0
16.04. 23:00;0;0;2,6;-25,828;0;2,66;0
17.04. 00:00;0;0;2,1;-26,625;0;2,13;0
17.04. 01:00;0;0;2,1;-25,198;0;2,1;0
17.04. 02:00;0;0;1,6;-21,386;0;1,63;0
17.04. 03:00;0;0;1,7;-15,606;0;1,7;0
17.04. 04:00;0;0;0,9;-8,3579;0;0,94;0
17.04. 05:00;0,011;0,01089;1,6;-0,12058;0,010482;1,76;0,99653
17.04. 06:00;0,107;0,043608;2,9;8,6837;0,075695;4,1;57,477
17.04. 07:00;0,263;0,068677;5,2;17,666;0,27553;10,19;257,42
17.04. 08:00;0,423;0,090022;7,4;26,42;0,49659;16,82;471,59
17.04. 09:00;0,564;0,11221;9,1;34,458;0,69524;22,59;651,02
17.04. 10:00;0,674;0,13028;12;41,132;0,85125;28,64;780,57
17.04. 11:00;0,74;0,14462;13,1;45,613;0,94495;31,8;856,76
17.04. 12:00;0,76;0,14999;13,9;47,094;0,97329;33,26;877,73
